symbol,Name,Currency,SIC Code,NAICS Code,Business Description,Industry,Country,State,City,CIK Code,Company Website,Enterprise Value (in $),Revenue (in $),COGS (in $),Gross Profit (in $,EBITDA (in $),Operating Profit (in $),Other Expenses (in $),Operating Expenses (in $),Net Income (in $),Cash (in $),Accounts Receivables (in $),Inventories (in $),Other Current Assets (in $),Total Current Assets (in $),Fixed Assets (in $),PPE (in $),Total Assets (in $),Accounts Payable (in $),Short Term Debt (in $),Long Term Debt (in $),Other Current Liabilities (in $),Total Current Liabilities (in $),Other Liabilities (in $),Total Liabilities (in $),Net Worth (in $),Total Liabilities & Equity (in $),,Revenue (in %),COGS (in %),Gross Profit (in %),EBITDA (in %),Operating Profit (in %),Other Expenses (in %),Operating Expenses (in %),Net Income (in %),Cash (in %),Accounts Receivables (in %),Inventories (in %),Other Current Assets (in %),Total Current Assets (in %),Fixed Assets (in %),PPE (in %),Total Assets (in %),Accounts Payable (in %),Short Term Debt (in %),Long Term Debt (in %),Other Current Liabilities (in %),Total Current Liabilities (in %),Other Liabilities (in %),Total Liabilities (in %),Net Worth (in %),Total Liabilities & Equity (in %)
CTEC,Global X CleanTech ETF,USD,3842,-,"ConvaTec Group Plc engages in the development, manufacture, and marketing of medical products and technologies worldwide.",Sanitary Paper Product Manufacturing ,United Kingdom,0,Reading,CIK_0001694271,www.convatecgroup.com,6071.48728,2083.5,933.6,,444.2,272.3,-23.8,1811.2,70.3,76.5,404,407.5,24.7,912.7,0,513,3752.7,342.3,0,1374,174.6,537.5,145,2127,1625.7,3752.7,,1,0.448092153,0.551907847,0.213198944,0.130693545,-0.011423086,0.869306455,0.033741301,0.020385323,0.107655821,0.108588483,0.006581928,0.243211554,0,0.136701575,1,0.091214326,0,0.366136382,0.046526501,0.143230208,0.038638847,0.56679191,0.43320809,1
HPCO,"Hempacco Co., Inc.",USD,2111,-,"Hempacco Co., Inc. engages in the manufacture and sale of smokable hemp and herb products in California.",Tobacco Manufacturing ,United States,CA,San Diego,CIK_0001892480,hempaccoinc.com,13.26374,2.53386,3.65041,,-6.05154,-6.09417,0.00012,8.62803,-11.15992,0.01708,0.55434,0.90975,0.07489,3.17781,0,9.26324,14.43806,0.75245,0,0,0.80603,5.48502,0.17058,5.65559,8.78247,14.43806,,1,1.440651812,-0.440651812,-2.388269281,-2.405093415,4.73586E-05,3.405093415,-4.404315945,0.001182984,0.038394355,0.063010543,0.005186985,0.220099515,0,0.641584811,1,0.052115727,0,0,0.055826752,0.37990007,0.011814607,0.391713984,0.608286016,1
TRUP,"Trupanion, Inc.",USD,6399,-,"Trupanion, Inc., together with its subsidiaries, provides medical insurance for cats and dogs on a monthly subscription basis in the United States, Canada, Puerto Rico, and Australia.","Other Direct Insurance (except Life, Health, and Medical) Carriers ",United States,WA,Seattle,CIK_0001371285,www.trupanion.com,1246.13738,1108.605,1054.961,,-23.791,-36.265,7.701,1144.87,-44.693,150.336,0,0,0,561.205,0,100.73,772.034,70.305,0,127.58,246.511,347.588,7.401,482.569,289.465,772.034,,1,0.951611259,0.048388741,-0.021460304,-0.032712283,0.006946568,1.032712283,-0.04031463,0.194727175,0,0,0,0.726917467,0,0.130473528,1,0.091064642,0,0.165251789,0.319300704,0.450223695,0.009586365,0.62506185,0.37493815,1
SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",USD,2834,-,"Shuttle Pharmaceuticals Holdings, Inc., a clinical stage pharmaceutical company, develops novel therapies to cure cancers.",Pharmaceutical Preparation Manufacturing ,United States,MD,Rockville,CIK_0001757499,www.shuttlepharma.com,1.43968,0,0,,-5.34403,-5.35035,2.11818,5.35035,-5.70313,3.886,0,0,0.00648,6.99561,0,0.38021,7.37582,0.18,0,0.13438,0,0.81044,0.51283,1.76607,5.60975,7.37582,,-,-,-,-,-,-,-,-,0.526856675,0,0,0.000878546,0.948451833,0,0.051548167,1,0.024404066,0,0.018218991,0,0.109877953,0.069528541,0.239440496,0.760559504,1
BUG,Global X Cybersecurity ETF,USD,6726,-,Global X Funds - Global X Cybersecurity ETF is an exchange traded fund launched and managed by Global X Management Company LLC. It invests in the public equity markets of global region.,Other Financial Vehicles ,United States,NY,New York,0,www.globalxetfs.com/funds/bug/,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRNS,"Transcat, Inc.",USD,8734,-,"Transcat, Inc. provides calibration and laboratory instrument services in the United States, Canada, and internationally.",Testing Laboratories and Services,United States,NY,Rochester,CIK_0000099302,www.transcat.com,1034.312,250.635,171.714,,32.577,20.024,-0.552,230.611,10.415,1.246,44.382,15.685,0,65.173,0,52.432,248.21,12.523,0,51,5.233,28.111,16.313,109.958,138.252,248.21,,1,0.685115806,0.314884194,0.129977856,0.079893072,-0.002202406,0.920106928,0.041554452,0.005019943,0.178808267,0.063192458,0,0.262572016,0,0.211240482,1,0.050453245,0,0.205471174,0.021082954,0.113254905,0.065722574,0.443003908,0.556996092,1
WERN,"Werner Enterprises, Inc.",USD,4213,-,"Werner Enterprises, Inc., a transportation and logistics company, engages in transporting truckload shipments of general commodities in interstate and intrastate commerce in the United States, Mexico, and internationally.","General Freight Trucking, Long-Distance, Truckload ",United States,NE,Omaha,CIK_0000793074,www.werner.com,3410.45682,3283.499,2578.817,,474.81193,176.416,-0.477,3107.083,112.382,42.754,457.986,17.251,89.866,644.808,0,2023.427,3194.462,129.008,0,686.25,38.071,329.664,598.225,1643.299,1551.163,3194.462,,1,0.785386869,0.214613131,0.144605474,0.05372805,-0.000145272,0.94627195,0.034226293,0.013383787,0.143368743,0.005400283,0.028131811,0.20185183,0,0.633417145,1,0.040384891,0,0.214824906,0.011917813,0.103198598,0.187269406,0.514421208,0.485578792,1
RDFN,Redfin Corporation,USD,6531,-,Redfin Corporation operates as a residential real estate brokerage company in the United States and Canada.,Lessors of Residential Buildings and Dwellings ,United States,WA,Seattle,CIK_0001382821,www.redfin.com,2038.3367,2165.398,1876.227,,-225.773,-293.376,-3.774,2458.774,-169.074,125.803,55.118,0,144.227,396.826,0,83.555,1125.865,11.996,0,799.665,6.118,248.824,0.26,1080.165,45.7,1125.865,,1,0.866458268,0.133541732,-0.104263974,-0.135483639,-0.001742867,1.135483639,-0.078079873,0.111738974,0.048956136,0,0.128103281,0.352463217,0,0.074214049,1,0.010654919,0,0.710267217,0.005434044,0.221006959,0.000230934,0.959408988,0.040591012,1
TRDA,"Entrada Therapeutics, Inc.",USD,2836,-,"Entrada Therapeutics, Inc., a biotechnology company, develops endosomal escape vehicle (EEV) therapeutics for the treatment of multiple neuromuscular diseases.",Biological Product (except Diagnostic) Manufacturing ,United States,MA,Boston,CIK_0001689375,www.entradatx.com,218.50443,87.165,20.669,,-31.015,-33.646,0,120.811,-21.77,51.882,5.025,0,0.4,383.043,0,95.059,485.033,0.752,0,0,149.384,165.433,10.506,238.37,246.663,485.033,,1,0.237124993,0.762875007,-0.355819423,-0.386003556,0,1.386003556,-0.249756209,0.106965918,0.01036012,0,0.000824686,0.789725648,0,0.195984603,1,0.00155041,0,0,0.307987292,0.341075762,0.021660382,0.491451097,0.508548903,1
RAPT,"RAPT Therapeutics, Inc.",USD,2836,-,"RAPT Therapeutics, Inc., a clinical-stage immunology-based biopharmaceutical company, focuses on discovery, development, and commercialization of oral small molecule therapies for patients with unmet needs in oncology and inflammatory diseases in the United States.",Biological Product (except Diagnostic) Manufacturing ,United States,CA,South San Francisco,"CIK_0001673772,CIK_0001637028",www.rapt.com,677.43087,0,0,,-117.131,-118.276,4.236,118.276,-108.873,54.135,0,0,0,187.138,0,8.376,199.721,5.297,0,0,0.053,21.849,0,26.921,172.8,199.721,,-,-,-,-,-,-,-,-,0.271053119,0,0,0,0.936997111,0,0.041938504,1,0.026521998,0,0,0.00026537,0.10939761,0,0.134793036,0.865206964,1
SFIX,"Stitch Fix, Inc.",USD,5961,-,"Stitch Fix, Inc. sells a range of apparel, shoes, and accessories for men, women, and kids through its website and mobile application in the United States and the United Kingdom.","Motorcycle, ATV, and All Other Motor Vehicle Dealers ",United States,CA,San Francisco,CIK_0001576942,www.stitchfix.com,304.9236,1559.467,895.6,,-93.211,-140.445,1.682,1699.912,-151.545,256.898,0,160.72,2.438,450.285,0,170.135,624.038,131.444,0,0,43.822,270.893,3.664,393.298,230.74,624.038,,1,0.574298783,0.425701217,-0.059771063,-0.090059617,0.001078574,1.090059617,-0.097177433,0.411670443,0,0.257548419,0.003906813,0.721566635,0,0.272635641,1,0.210634609,0,0,0.070223288,0.434096962,0.005871437,0.630246876,0.369753124,1
BLFS,"BioLife Solutions, Inc.",USD,2836,-,"BioLife Solutions, Inc. develops, manufactures, and supplies bioproduction tools and services for the cell and gene therapy industry in the United States, Canada, Europe, the Middle East, Africa, and internationally.",Biological Product (except Diagnostic) Manufacturing ,United States,WA,Bothell,CIK_0000834365,www.biolifesolutions.com,735.19468,154.797,103.073,,-40.815,-53.907,1.461,208.704,-102.234,19.235,24.556,43.354,0.031,116.824,0,40.982,411.152,11.98,0,20.937,9.822,42.622,0.649,79.135,332.017,411.152,,1,0.665859157,0.334140843,-0.263667901,-0.348243183,0.009438167,1.348243183,-0.660439156,0.046783185,0.059724871,0.105445188,7.53979E-05,0.284138226,0,0.099676032,1,0.029137643,0,0.050922773,0.023888975,0.103664825,0.001578492,0.192471397,0.807528603,1
DATS,"DatChat, Inc.",USD,7372,-,"DatChat, Inc. a communication software company, develops mobile messaging application.",Manufacturing and Reproducing Magnetic and Optical Media ,United States,NJ,New Brunswick,CIK_0001648960,www.datchat.com,-1.55204,0.00442,5.71298,,-9.83938,-9.92035,-0.05145,9.92476,-10.58533,0.67209,0.00014,0,0,7.77692,0,0.19875,7.97566,0.39032,0,0,0.00008,0.46975,0,0.4926,7.48306,7.97566,,1,1292.529412,-1291.529412,-2226.104072,-2244.423077,-11.64027149,2245.420814,-2394.871041,0.084267634,1.75534E-05,0,0,0.975081686,0,0.024919568,1,0.048938897,0,0,1.00305E-05,0.058897947,0,0.061762914,0.938237086,1
ITQ,Itiquira Acquisition Corp.,USD,3312,-,Thien Quang Group Joint Stock Company produces and sells stainless steel products in Vietnam.,All Other Petroleum and Coal Products Manufacturing ,Vietnam,0,Hung Yen,0,www.inoxthienquang.vn,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VCNX,"Vaccinex, Inc.",USD,2836,-,"Vaccinex, Inc., a clinical-stage biotechnology company, engages in the discovery and development of targeted biotherapeutics to treat cancer, neurodegenerative diseases, and autoimmune disorders.",Biological Product (except Diagnostic) Manufacturing ,United States,NY,Rochester,CIK_0001205922,www.vaccinex.com,8.48619,0.795,13.979,,-22.879,-23.016,1.005,23.811,-22.012,0.127,0.933,0,0,2.206,0,0.352,2.558,4.225,0,0.044,0,6.362,0,6.427,-3.869,2.558,,1,17.5836478,-16.5836478,-28.77861635,-28.9509434,1.264150943,29.9509434,-27.68805031,0.049648163,0.364738077,0,0,0.862392494,0,0.137607506,1,1.651681001,0,0.017200938,0,2.487099296,0,2.512509773,-1.512509773,1
PLYA,Playa Hotels & Resorts N.V.,USD,7011,-,"Playa Hotels & Resorts N.V., together with its subsidiaries, owns, develops, and operates resorts in prime beachfront locations in Mexico and the Caribbean.",Hotels (except Casino Hotels) and Motels ,United States,VA,Fairfax,"CIK_0001692412,CIK_0001618182",www.playaresorts.com,2071.33797,965.029,510.224,,253.587,171.76,3.118,793.269,53.852,184.408,74.151,20.37,41.699,345.903,0,1513.673,1940.944,17.826,0,1056.713,25.963,116.288,166.341,1351.766,589.178,1940.944,,1,0.528713645,0.471286355,0.262776559,0.177984289,0.003230991,0.822015711,0.055803504,0.095009439,0.038203575,0.010494893,0.021483876,0.178213797,0,0.779864334,1,0.009184191,0,0.544432503,0.013376481,0.059913114,0.085701082,0.696447708,0.303552292,1
INGN,"Inogen, Inc.",USD,3845,-,"Inogen, Inc., a medical technology company, develops, manufactures, and markets portable oxygen concentrators to patients, physicians and other clinicians, and third-party payors in the United States and internationally.",Electromedical and Electrotherapeutic Apparatus Manufacturing ,United States,CA,Goleta,CIK_0001294133,www.inogen.com,12.6869,327.855,199.843,,-43.132,-62.118,-0.062,389.973,-132.504,124.608,48.38,24.015,0,225.268,0,70.709,343.696,15.408,0,0,20.313,60.382,33.811,113.066,230.63,343.696,,1,0.609546903,0.390453097,-0.131558158,-0.189467905,-0.000189108,1.189467905,-0.404154276,0.362552954,0.140763931,0.069872795,0,0.655428053,0,0.205731228,1,0.044830315,0,0,0.059101648,0.175684326,0.098374727,0.328970951,0.671029049,1
CYT,"Cyteir Therapeutics, Inc.",USD,2836,-,"Cyteir Therapeutics, Inc., a clinical-stage biotechnology company, develops and commercializes the oncology therapeutics.",Biological Product (except Diagnostic) Manufacturing ,United States,MA,Lexington,CIK_0001662244,cyteir.com,-19.81417,0,0,,-33.415,-33.953,0,33.953,-33.215,129.242,0,0,0.037,130.643,0,0.105,131.009,0.508,0,0,0,5.969,0.009,5.978,125.031,131.009,,-,-,-,-,-,-,-,-,0.986512377,0,0,0.000282423,0.997206299,0,0.000801472,1,0.003877596,0,0,0,0.045561755,6.86976E-05,0.045630453,0.954369547,1
VINC,"Vincerx Pharma, Inc.",USD,2836,-,"Vincerx Pharma, Inc., a clinical-stage biopharmaceutical company, researches and develops therapies to address unmet medical needs for the treatment of cancer in the United States.",Biological Product (except Diagnostic) Manufacturing ,United States,CA,Palo Alto,CIK_0001796129,vincerx.com,7.19207,0,0,,-52.445,-52.499,2.136,52.499,-48.85,15.078,0,0,0.641,22.818,0,2.584,26.276,3.062,0,0,0.132,8.846,0.05,10.535,15.741,26.276,,-,-,-,-,-,-,-,-,0.573831633,0,0,0.024394885,0.868397016,0,0.098340691,1,0.116532197,0,0,0.005023596,0.336657025,0.001902877,0.400936216,0.599063784,1
HCWB,HCW Biologics Inc.,USD,2836,-,"HCW Biologics Inc., a clinical-stage biopharmaceutical company, focuses on discovering and developing novel immunotherapies for chronic, low-grade inflammation, and age-related diseases.",Biological Product (except Diagnostic) Manufacturing ,United States,FL,Miramar,CIK_0001828673,www.hcwbiologics.com,39.36914,2.85931,2.28329,,-19.49441,-20.61621,0.74504,23.47552,-19.73249,11.22079,0.71008,0,0.17488,13.84809,0,14.8505,35.61634,3.15383,0,6.33274,0.208,5.41667,0,11.74941,23.86693,35.61634,,1,0.798545803,0.201454197,-6.817872144,-7.21020456,0.26056636,8.21020456,-6.901136988,0.315046128,0.019936917,0,0.004910106,0.388812831,0,0.416957498,1,0.088550087,0,0.177804345,0.005840016,0.152083847,0,0.329888192,0.670111808,1
GLMD,Galmed Pharmaceuticals Ltd.,USD,2836,-,"Galmed Pharmaceuticals Ltd., a biopharmaceutical company, focuses on the development of therapeutics for the treatment of liver diseases.",Biological Product (except Diagnostic) Manufacturing ,Israel,0,Tel Aviv,CIK_0001595353,www.galmedpharma.com,-11.48989,0,0,,-7.756,-7.79,-0.022,7.79,-7.535,1.482,0,0,0.115,14.198,0,0.175,17.638,1.474,0,0,0.617,2.091,0,2.091,15.547,17.638,,-,-,-,-,-,-,-,-,0.084023132,0,0,0.006520014,0.804966549,0,0.00992176,1,0.083569566,0,0,0.03498129,0.118550856,0,0.118550856,0.881449144,1
BCYP,Big Cypress Acquisition Corp.,USD,7372,-,"Blue Calypso, Inc. engages in the development, licensing, and enforcement of technology and intellectual property focused on digital word-of-mouth marketing and advertising.",Manufacturing and Reproducing Magnetic and Optical Media ,United States,TX,Richardson,CIK_0001399587,www.bluecalypso.com,0,1.29548,0.61573,,-3.37447,-3.39013,0.04362,4.6856,-3.78558,0.43165,0.33732,0.04162,0,0.85843,0,0.01486,1.74056,0.1725,0,0,0.14393,0.35104,0.00337,0.35441,1.38615,1.74056,,1,0.475291012,0.524708988,-2.604802853,-2.616891037,0.033670917,3.616883317,-2.922144688,0.247994898,0.193799697,0.023911844,0,0.493191846,0,0.008537482,1,0.099106035,0,0,0.082691777,0.201682217,0.001936158,0.203618376,0.796381624,1
CHNG,Change Healthcare Inc.,USD,4923,-,"China Natural Gas, Inc., an integrated natural gas operator, engages in the sale and distribution of natural gas and gasoline to commercial, industrial, and residential customers in the People’s Republic of China.",Natural Gas Distribution ,China,0,Xi’an,CIK_0001120830,0,0,145.81891,98.2118,,32.42023,18.0808,-0.00317,127.73811,13.99725,10.33445,2.71499,3.01196,11.52335,32.48949,0,245.5051,307.49695,9.28125,0,3.26,24.2153,84.14041,0.31391,87.71432,219.78263,307.49695,,1,0.673518956,0.326481044,0.222332138,0.123994892,-2.17393E-05,0.876005108,0.095990637,0.033608301,0.008829323,0.009795089,0.037474681,0.105657926,0,0.798398488,1,0.030183226,0,0.010601731,0.078749724,0.273630064,0.001020856,0.28525265,0.71474735,1
FLXN,"Flexion Therapeutics, Inc.",USD,2834,-,"Flexion Therapeutics, Inc., a biopharmaceutical company, focuses on the discovery, development, and commercialization of therapies for the treatment of patients with musculoskeletal conditions in the United States.",Pharmaceutical Preparation Manufacturing ,United States,MA,Burlington,CIK_0001419600,www.flexiontherapeutics.com,0,100.4,20.909,,-75.807,-77.781,-0.804,178.181,-100.723,136.824,29.375,14.669,0.401,192.756,0,25.175,217.931,7.492,0,250.505,15.81,43.986,0.489,300.308,-82.377,217.931,,1,0.208256972,0.791743028,-0.755049801,-0.774711155,-0.008007968,1.774711155,-1.003217131,0.627831745,0.134790369,0.067310295,0.001840032,0.884481786,0,0.115518214,1,0.034377854,0,1.149469327,0.072545898,0.201834526,0.002243829,1.377995788,-0.377995788,1
IIVI,II-VI Incorporated,USD,3827,-,"Coherent Corp. develops, manufactures, and markets engineered materials, optoelectronic components, and devices worldwide.",Commercial and Service Industry Machinery Manufacturing ,United States,PA,Saxonburg,CIK_0000820318,www.ii-vi.com,12392.38956,4629.762,3029.705,,992.154,351.284,-24.61,4278.478,-270.213,941.081,795.73,1280.755,19.745,3243.731,0,1775.384,13521.298,449.134,0,4219.366,152.233,1083.136,978.664,6417.724,7103.574,13521.298,,1,0.654397569,0.345602431,0.214299137,0.075875175,-0.005315608,0.924124825,-0.058364339,0.069599901,0.058850119,0.094721306,0.001460289,0.2398979,0,0.131302779,1,0.033216781,0,0.312053325,0.011258756,0.080105919,0.072379442,0.47463816,0.52536184,1
SOLY,"Soliton, Inc.",USD,3845,-,"Soliton, Inc., a medical device company, develops and commercializes products using a proprietary rapid acoustic pulse technology platform.",Electromedical and Electrotherapeutic Apparatus Manufacturing ,United States,TX,Houston,CIK_0001548187,www.soliton.com,0,0.37,0.344,,-23.215,-23.759,0.153,24.129,-17.878,21.748,0,0.431,0.2,22.994,0,2.258,25.57,0.671,0,0,0,4.202,0,4.202,21.368,25.57,,1,0.92972973,0.07027027,-62.74324324,-64.21351351,0.413513514,65.21351351,-48.31891892,0.850527962,0,0.01685569,0.007821666,0.899256942,0,0.088306609,1,0.026241689,0,0,0,0.164333203,0,0.164333203,0.835666797,1
SPKE,"Spark Energy, Inc.",USD,4931,-,"Via Renewables, Inc., through its subsidiaries, operates as an independent retail energy services company in the United States.",Hydroelectric Power Generation ,United States,TX,Houston,CIK_0001606268,viarenewables.com,162.99839,450.871,344.027,,31.258,22.899,0,427.972,6.181,45.137,55.844,3.027,37.906,150.146,0,4.758,297.076,23.61,0,105,26.728,60.751,1.451,167.202,129.874,297.076,,1,0.763027562,0.236972438,0.069328034,0.050788363,0,0.949211637,0.013709021,0.151937551,0.187978834,0.010189312,0.127596979,0.505412756,0,0.016016104,1,0.079474613,0,0.35344491,0.089970243,0.204496492,0.004884272,0.562825674,0.437174326,1
SRAC,Stable Road Acquisition Corp.,USD,6211,-,S.R. Accord Ltd. provides credit and non-bank financing services in Israel.,Investment Banking and Securities Intermediation ,Israel,0,Ramla,0,www.sr-accord.com,0,105.478,0,,-,80.975,0,24.503,66.174,11.895,1163.657,0,0,1177.618,0,3.678,1259.92,0,0,109.479,6.624,779.907,4.497,894.191,365.729,1259.92,,1,0,1,-,0.767695633,0,0.232304367,0.627372533,0.009441076,0.923595943,0,0,0.934676805,0,0.002919233,1,0,0,0.086893612,0.005257477,0.619013112,0.003569274,0.709720458,0.290279542,1
