NAICS,LineItems,Value,Percent,ReportID,Industry
541614,COGS,0,0%,Income Statement,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Gross Profit,6084952.381,100%,Income Statement,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Operating Expenses,5725940.19,94%,Income Statement,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Operating Profit,359012.1905,6%,Income Statement,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Other Expenses,18254.85714,0%,Income Statement,"Process, Physical Distribution, and Logistics Consulting Services"
541614,Profit Before Taxes,340757.3333,6%,Income Statement,"Process, Physical Distribution, and Logistics Consulting Services"
541614,EBITDA,389436.9524,6%,Income Statement,"Process, Physical Distribution, and Logistics Consulting Services"
541618,Revenue,2168900,100%,Income Statement,Other Management Consulting Services
541618,COGS,0,0%,Income Statement,Other Management Consulting Services
541618,Gross Profit,2168900,100%,Income Statement,Other Management Consulting Services
541618,Operating Expenses,1793680.3,83%,Income Statement,Other Management Consulting Services
541618,Operating Profit,375219.7,17%,Income Statement,Other Management Consulting Services
541618,Other Expenses,121458.4,6%,Income Statement,Other Management Consulting Services
541618,Profit Before Taxes,255930.2,12%,Income Statement,Other Management Consulting Services
541618,EBITDA,279788.1,13%,Income Statement,Other Management Consulting Services
541620,Revenue,3907368.421,100%,Income Statement,Environmental Consulting Services
541620,COGS,0,0%,Income Statement,Environmental Consulting Services
541620,Gross Profit,3907368.421,100%,Income Statement,Environmental Consulting Services
541620,Operating Expenses,3235301.053,83%,Income Statement,Environmental Consulting Services
541620,Operating Profit,672067.3684,17%,Income Statement,Environmental Consulting Services
541620,Other Expenses,175831.5789,5%,Income Statement,Environmental Consulting Services
541620,Profit Before Taxes,492328.4211,13%,Income Statement,Environmental Consulting Services
541620,EBITDA,847898.9474,22%,Income Statement,Environmental Consulting Services
541690,Revenue,6324088.235,100%,Income Statement,Other Scientific and Technical Consulting Services
541690,COGS,0,0%,Income Statement,Other Scientific and Technical Consulting Services
541690,Gross Profit,6324088.235,100%,Income Statement,Other Scientific and Technical Consulting Services
541690,Operating Expenses,5729623.941,91%,Income Statement,Other Scientific and Technical Consulting Services
541690,Operating Profit,594464.2941,9%,Income Statement,Other Scientific and Technical Consulting Services
541690,Other Expenses,82213.14706,1%,Income Statement,Other Scientific and Technical Consulting Services
541690,Profit Before Taxes,512251.1471,8%,Income Statement,Other Scientific and Technical Consulting Services
541690,EBITDA,594464.2941,9%,Income Statement,Other Scientific and Technical Consulting Services
541714,Revenue,6967800,100%,Income Statement,Research and Development in Biotechnology (except Nanobiotechnology)
541714,COGS,0,0%,Income Statement,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Gross Profit,6967800,100%,Income Statement,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Operating Expenses,6716959.2,96%,Income Statement,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Operating Profit,250840.8,4%,Income Statement,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Other Expenses,202066.2,3%,Income Statement,Research and Development in Biotechnology (except Nanobiotechnology)
541714,Profit Before Taxes,48774.6,1%,Income Statement,Research and Development in Biotechnology (except Nanobiotechnology)
541714,EBITDA,599230.8,9%,Income Statement,Research and Development in Biotechnology (except Nanobiotechnology)
541715,Revenue,8631066.667,100%,Income Statement,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,COGS,0,0%,Income Statement,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Gross Profit,8631066.667,100%,Income Statement,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Operating Expenses,7845639.6,91%,Income Statement,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Operating Profit,785427.0667,9%,Income Statement,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Other Expenses,241669.8667,3%,Income Statement,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,Profit Before Taxes,535126.1333,6%,Income Statement,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541715,EBITDA,897630.9333,10%,Income Statement,"Research & Development in the Physical, Engineering, & Life Sciences (except Nanotechnology and Biotechnology)"
541810,Revenue,3197384.615,100%,Income Statement,Advertising Agencies
541810,COGS,0,0%,Income Statement,Advertising Agencies
541810,Gross Profit,3197384.615,100%,Income Statement,Advertising Agencies
541810,Operating Expenses,2743356,86%,Income Statement,Advertising Agencies
541810,Operating Profit,454028.6154,14%,Income Statement,Advertising Agencies
541810,Other Expenses,89526.76923,3%,Income Statement,Advertising Agencies
541810,Profit Before Taxes,364501.8462,11%,Income Statement,Advertising Agencies
541810,EBITDA,434844.3077,14%,Income Statement,Advertising Agencies
541820,Revenue,4602600,100%,Income Statement,Public Relations Agencies
541820,COGS,0,0%,Income Statement,Public Relations Agencies
541820,Gross Profit,4602600,100%,Income Statement,Public Relations Agencies
541820,Operating Expenses,3732708.6,81%,Income Statement,Public Relations Agencies
541820,Operating Profit,869891.4,19%,Income Statement,Public Relations Agencies
541820,Other Expenses,-41423.4,-1%,Income Statement,Public Relations Agencies
541820,Profit Before Taxes,911314.8,20%,Income Statement,Public Relations Agencies
541820,EBITDA,934327.8,20%,Income Statement,Public Relations Agencies
541850,Revenue,30609846.15,100%,Income Statement,Indoor and Outdoor Display Advertising
541850,COGS,0,0%,Income Statement,Indoor and Outdoor Display Advertising
541850,Gross Profit,30609846.15,100%,Income Statement,Indoor and Outdoor Display Advertising
541850,Operating Expenses,25651051.08,84%,Income Statement,Indoor and Outdoor Display Advertising
541850,Operating Profit,4958795.077,16%,Income Statement,Indoor and Outdoor Display Advertising
541850,Other Expenses,2326348.308,8%,Income Statement,Indoor and Outdoor Display Advertising
541850,Profit Before Taxes,2663056.615,9%,Income Statement,Indoor and Outdoor Display Advertising
541850,EBITDA,7713681.231,25%,Income Statement,Indoor and Outdoor Display Advertising
541860,Revenue,7392500,100%,Income Statement,Direct Mail Advertising
541860,COGS,0,0%,Income Statement,Direct Mail Advertising
541860,Gross Profit,7392500,100%,Income Statement,Direct Mail Advertising
541860,Operating Expenses,6424082.5,87%,Income Statement,Direct Mail Advertising
541860,Operating Profit,968417.5,13%,Income Statement,Direct Mail Advertising
541860,Other Expenses,155242.5,2%,Income Statement,Direct Mail Advertising
541860,Profit Before Taxes,813175,11%,Income Statement,Direct Mail Advertising
541860,EBITDA,1301080,18%,Income Statement,Direct Mail Advertising
541890,Revenue,16095400,100%,Income Statement,Other Services Related to Advertising
541890,COGS,0,0%,Income Statement,Other Services Related to Advertising
541890,Gross Profit,16095400,100%,Income Statement,Other Services Related to Advertising
541890,Operating Expenses,14775577.2,92%,Income Statement,Other Services Related to Advertising
541890,Operating Profit,1319822.8,8%,Income Statement,Other Services Related to Advertising
541890,Other Expenses,-48286.2,0%,Income Statement,Other Services Related to Advertising
541890,Profit Before Taxes,1368109,9%,Income Statement,Other Services Related to Advertising
541890,EBITDA,1786589.4,11%,Income Statement,Other Services Related to Advertising
541910,Revenue,16410833.33,100%,Income Statement,Marketing Research and Public Opinion Polling
541910,COGS,0,0%,Income Statement,Marketing Research and Public Opinion Polling
541910,Gross Profit,16410833.33,100%,Income Statement,Marketing Research and Public Opinion Polling
541910,Operating Expenses,14014851.67,85%,Income Statement,Marketing Research and Public Opinion Polling
541910,Operating Profit,2395981.667,15%,Income Statement,Marketing Research and Public Opinion Polling
541910,Other Expenses,49232.5,0%,Income Statement,Marketing Research and Public Opinion Polling
541910,Profit Before Taxes,2346749.167,14%,Income Statement,Marketing Research and Public Opinion Polling
541910,EBITDA,2330338.333,14%,Income Statement,Marketing Research and Public Opinion Polling
541940,Revenue,2388254.902,100%,Income Statement,Veterinary Services
541940,COGS,0,0%,Income Statement,Veterinary Services
541940,Gross Profit,2388254.902,100%,Income Statement,Veterinary Services
541940,Operating Expenses,2101664.314,88%,Income Statement,Veterinary Services
541940,Operating Profit,286590.5882,12%,Income Statement,Veterinary Services
541940,Other Expenses,42988.58824,2%,Income Statement,Veterinary Services
541940,Profit Before Taxes,241213.7451,10%,Income Statement,Veterinary Services
541940,EBITDA,360626.4902,15%,Income Statement,Veterinary Services
541990,Revenue,1903738.462,100%,Income Statement,"All Other Professional, Scientific, and Technical Services"
541990,COGS,0,0%,Income Statement,"All Other Professional, Scientific, and Technical Services"
541990,Gross Profit,1903738.462,100%,Income Statement,"All Other Professional, Scientific, and Technical Services"
541990,Operating Expenses,1719075.831,90%,Income Statement,"All Other Professional, Scientific, and Technical Services"
541990,Operating Profit,184662.6308,10%,Income Statement,"All Other Professional, Scientific, and Technical Services"
541990,Other Expenses,15229.90769,1%,Income Statement,"All Other Professional, Scientific, and Technical Services"
541990,Profit Before Taxes,169432.7231,9%,Income Statement,"All Other Professional, Scientific, and Technical Services"
541990,EBITDA,247486,13%,Income Statement,"All Other Professional, Scientific, and Technical Services"
551112,Revenue,1520600,100%,Income Statement,Offices of Other Holding Companies
551112,COGS,0,0%,Income Statement,Offices of Other Holding Companies
551112,Gross Profit,1520600,100%,Income Statement,Offices of Other Holding Companies
551112,Operating Expenses,1218000.6,80%,Income Statement,Offices of Other Holding Companies
551112,Operating Profit,302599.4,20%,Income Statement,Offices of Other Holding Companies
551112,Other Expenses,48659.2,3%,Income Statement,Offices of Other Holding Companies
551112,Profit Before Taxes,253940.2,17%,Income Statement,Offices of Other Holding Companies
551112,EBITDA,409041.4,27%,Income Statement,Offices of Other Holding Companies
551114,Revenue,7059733.333,100%,Income Statement,"Corporate, Subsidiary, and Regional Managing Offices"
551114,COGS,0,0%,Income Statement,"Corporate, Subsidiary, and Regional Managing Offices"
551114,Gross Profit,7059733.333,100%,Income Statement,"Corporate, Subsidiary, and Regional Managing Offices"
551114,Operating Expenses,5443054.4,77%,Income Statement,"Corporate, Subsidiary, and Regional Managing Offices"
551114,Operating Profit,1616678.933,23%,Income Statement,"Corporate, Subsidiary, and Regional Managing Offices"
551114,Other Expenses,769510.9333,11%,Income Statement,"Corporate, Subsidiary, and Regional Managing Offices"
551114,Profit Before Taxes,854227.7333,12%,Income Statement,"Corporate, Subsidiary, and Regional Managing Offices"
551114,EBITDA,2237935.467,32%,Income Statement,"Corporate, Subsidiary, and Regional Managing Offices"
561110,Revenue,1815470.588,100%,Income Statement,Office Administrative Services
561110,COGS,0,0%,Income Statement,Office Administrative Services
561110,Gross Profit,1815470.588,100%,Income Statement,Office Administrative Services
561110,Operating Expenses,1766452.882,97%,Income Statement,Office Administrative Services
561110,Operating Profit,49017.70588,3%,Income Statement,Office Administrative Services
561110,Other Expenses,-10892.82353,-1%,Income Statement,Office Administrative Services
561110,Profit Before Taxes,59910.52941,3%,Income Statement,Office Administrative Services
561110,EBITDA,88958.05882,5%,Income Statement,Office Administrative Services
561210,Revenue,4470916.667,100%,Income Statement,Facilities Support Services
561210,COGS,0,0%,Income Statement,Facilities Support Services
561210,Gross Profit,4470916.667,100%,Income Statement,Facilities Support Services
